SALESORDERID,SALESORDERITEM,PRODUCTID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,QUANTITY,DELIVERYDATE
500000642,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000643,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000643,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000643,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000643,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000644,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000644,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000644,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000644,40,HT-1137,4391.1,3690,701.1,I,3,2014-12-04
500000644,50,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000645,10,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000645,20,HT-1500,11900,10000,1900,I,2,2014-12-04
500000645,30,HT-1501,3570,3000,570,I,2,2014-12-04
500000645,40,HT-1502,5950,5000,950,I,2,2014-12-04
500000645,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000645,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000645,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000645,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000645,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000646,10,HT-1063,33.32,28,5.32,I,2,2014-12-04
500000646,20,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000646,30,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000647,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000647,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000648,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000648,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000648,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000648,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000649,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000649,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000649,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000649,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000649,50,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000649,60,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000649,70,HT-1002,1868.3,1570,298.3,I,1,2014-12-04
500000649,80,HT-1003,3927,3300,627,I,2,2014-12-04
500000650,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000650,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000650,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000650,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000650,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000650,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000650,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000650,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000650,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000650,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000651,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000651,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000651,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000651,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000651,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000651,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000651,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000651,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000651,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000651,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000652,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000652,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000652,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000652,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000652,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000652,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000652,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000652,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000653,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000653,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000653,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000653,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000653,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000654,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000654,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000654,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000654,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000654,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000655,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000655,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000655,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000655,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000655,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000655,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000655,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000656,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000656,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000656,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000657,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000657,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000657,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000657,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000657,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000657,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000657,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000657,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000658,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000658,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000658,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000658,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000658,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000658,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000659,10,HT-1040,1975.4,1660,315.4,I,2,2014-12-04
500000659,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000659,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000660,10,HT-1070,168.74,141.8,26.94,I,2,2014-12-04
500000660,20,HT-1071,194.45,163.4,31.05,I,2,2014-12-04
500000660,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000660,40,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000660,50,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000660,60,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000660,70,HT-1069,2856,2400,456,I,3,2014-12-04
500000661,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000661,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000661,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000661,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000662,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000662,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000662,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000662,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000662,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000662,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000662,70,HT-1011,2735.81,2299,436.81,I,1,2014-12-04
500000662,80,HT-1020,307.02,258,49.02,I,2,2014-12-04
500000662,90,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000663,10,HT-1022,243.95,205,38.95,I,1,2014-12-04
500000663,20,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000663,30,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000663,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000663,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000663,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000663,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000664,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000664,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000664,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000664,40,HT-1050,165.41,139,26.41,I,1,2014-12-04
500000664,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000664,60,HT-1052,606.9,510,96.9,I,3,2014-12-04
500000665,10,HT-1055,353.43,297,56.43,I,3,2014-12-04
500000665,20,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000665,30,HT-1060,10.71,9,1.71,I,1,2014-12-04
500000665,40,HT-1061,24.99,21,3.99,I,3,2014-12-04
500000665,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000665,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000665,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000665,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000665,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000666,10,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000666,20,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000666,30,HT-1069,1904,1600,304,I,2,2014-12-04
500000667,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000667,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000668,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000668,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000668,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000668,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000669,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000669,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000669,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000669,40,HT-1073,28.56,24,4.56,I,1,2014-12-04
500000669,50,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000669,60,HT-1081,105.91,89,16.91,I,1,2014-12-04
500000670,10,HT-1082,402.22,338,64.22,I,2,2014-12-04
500000670,20,HT-1083,1237.6,1040,197.6,I,2,2014-12-04
500000670,30,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000670,40,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000670,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000670,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000670,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000670,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000670,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000671,10,HT-1113,5.47,4.6,0.87,I,2,2014-12-04
500000671,20,HT-1114,82.11,69,13.11,I,1,2014-12-04
500000671,30,HT-1115,99.96,84,15.96,I,2,2014-12-04
500000672,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000672,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000673,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000673,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000673,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000673,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000674,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000674,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000674,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000674,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000674,50,HT-1137,2927.4,2460,467.4,I,2,2014-12-04
500000674,60,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000674,70,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000675,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000675,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000675,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000675,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000675,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000675,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000675,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000675,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000675,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000675,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000676,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000676,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000676,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000676,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000676,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000676,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000676,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000676,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000676,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000676,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000677,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000677,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000677,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000677,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000677,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000677,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000677,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000677,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000678,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000678,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000678,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000678,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000678,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000679,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000679,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000679,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000679,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000679,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000680,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000680,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000680,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000680,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000680,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000680,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000680,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000681,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000681,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000681,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000682,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000682,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000682,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000682,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000682,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000682,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000682,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000682,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000683,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000683,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000683,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000683,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000683,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000683,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000684,10,HT-1500,11900,10000,1900,I,2,2014-12-04
500000684,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000684,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000685,10,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000685,20,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000685,30,HT-1091,92.82,78,14.82,I,3,2014-12-04
500000685,40,HT-1092,107.1,90,17.1,I,2,2014-12-04
500000685,50,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000685,60,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000685,70,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000686,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000686,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000686,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000686,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000687,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000687,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000687,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000687,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000687,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000687,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000687,70,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000687,80,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000687,90,HT-1042,1245.93,1047,198.93,I,3,2014-12-04
500000688,10,HT-1070,84.37,70.9,13.47,I,1,2014-12-04
500000688,20,HT-1071,291.67,245.1,46.57,I,3,2014-12-04
500000688,30,HT-1072,240.86,202.4,38.46,I,2,2014-12-04
500000688,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000688,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000688,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000688,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000689,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000689,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000689,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000689,40,HT-1110,10.59,8.9,1.69,I,1,2014-12-04
500000689,50,HT-1111,8.21,6.9,1.31,I,1,2014-12-04
500000689,60,HT-1112,139.23,117,22.23,I,3,2014-12-04
500000690,10,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000690,20,HT-1114,164.22,138,26.22,I,2,2014-12-04
500000690,30,HT-1115,49.98,42,7.98,I,1,2014-12-04
500000690,40,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000690,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000690,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000690,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000690,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000690,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000691,10,HT-1117,90.44,76,14.44,I,2,2014-12-04
500000691,20,HT-1118,94.01,79,15.01,I,1,2014-12-04
500000691,30,HT-1120,618.8,520,98.8,I,2,2014-12-04
500000692,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000692,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000693,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000693,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000693,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000693,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000694,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000694,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000694,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000694,40,HT-1137,4391.1,3690,701.1,I,3,2014-12-04
500000694,50,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000695,10,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000695,20,HT-1500,11900,10000,1900,I,2,2014-12-04
500000695,30,HT-1501,3570,3000,570,I,2,2014-12-04
500000695,40,HT-1502,5950,5000,950,I,2,2014-12-04
500000695,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000695,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000695,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000695,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000695,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000696,10,HT-1063,33.32,28,5.32,I,2,2014-12-04
500000696,20,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000696,30,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000697,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000697,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000698,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000698,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000698,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000698,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000699,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000699,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000699,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000699,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000699,50,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000699,60,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000699,70,HT-1002,1868.3,1570,298.3,I,1,2014-12-04
500000699,80,HT-1003,3927,3300,627,I,2,2014-12-04
500000700,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000700,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000700,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000700,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000700,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000700,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000700,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000700,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000700,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000700,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000701,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000701,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000701,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000701,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000701,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000701,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000701,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000701,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000701,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000701,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000702,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000702,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000702,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000702,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000702,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000702,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000702,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000702,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000703,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000703,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000703,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000703,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000703,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000704,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000704,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000704,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000704,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000704,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000705,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000705,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000705,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000705,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000705,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000705,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000705,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000706,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000706,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000706,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000707,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000707,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000707,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000707,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000707,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000707,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000707,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000707,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000708,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000708,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000708,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000708,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000708,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000708,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000709,10,HT-1040,1975.4,1660,315.4,I,2,2014-12-04
500000709,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000709,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000710,10,HT-1070,168.74,141.8,26.94,I,2,2014-12-04
500000710,20,HT-1071,194.45,163.4,31.05,I,2,2014-12-04
500000710,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000710,40,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000710,50,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000710,60,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000710,70,HT-1069,2856,2400,456,I,3,2014-12-04
500000711,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000711,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000711,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000711,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000712,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000712,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000712,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000712,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000712,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000712,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000712,70,HT-1011,2735.81,2299,436.81,I,1,2014-12-04
